quic,2048,64,167657 
quic,2048,64,62101 
quic,2048,64,74852 
quic,2048,64,117757 
quic,2048,64,195843 
quic,2048,64,276838 
quic,2048,64,367642 
quic,2048,64,557808 
quic,2048,64,882508 
quic,2048,64,514908 
quic,2048,64,497107 
quic,2048,64,454780 
quic,2048,64,613052 
quic,2048,64,777877 
quic,2048,64,833933 
quic,2048,64,787298 
quic,2048,64,744945 
quic,2048,64,819824 
quic,2048,64,801205 
quic,2048,64,565322 
quic,2048,64,631686 
quic,2048,64,817294 
quic,2048,64,400944 
quic,2048,64,408955 
quic,2048,64,407574 
quic,2048,64,505100 
quic,2048,64,532561 
quic,2048,64,499422 
quic,2048,64,446178 
quic,2048,64,389731 
quic,2048,64,530069 
quic,2048,64,592105 
quic,2048,64,457844 
quic,2048,64,483949 
quic,2048,64,595194 
quic,2048,64,553305 
quic,2048,64,574318 
quic,2048,64,412835 
quic,2048,64,411952 
quic,2048,64,469163 
quic,2048,64,632789 
quic,2048,64,557118 
quic,2048,64,326853 
quic,2048,64,390007 
quic,2048,64,816606 
quic,2048,64,633784 
quic,2048,64,765185 
quic,2048,64,679457 
quic,2048,64,522653 
quic,2048,64,599264 
quic,2048,64,408627 
quic,2048,64,380936 
quic,2048,64,484911 
quic,2048,64,507530 
quic,2048,64,516888 
quic,2048,64,701684 
quic,2048,64,693920 
quic,2048,64,533857 
quic,2048,64,578573 
quic,2048,64,414306 
quic,2048,64,609111 
quic,2048,64,795423 
quic,2048,64,550719 
quic,2048,64,599601 
quic,2048,64,741002 
quic,2048,64,822649 
quic,2048,64,813870 
quic,2048,64,510374 
quic,2048,64,402857 
quic,2048,64,377399 
quic,2048,64,424661 
quic,2048,64,710991 
quic,2048,64,508982 
quic,2048,64,510816 
quic,2048,64,538409 
quic,2048,64,322083 
quic,2048,64,824346 
quic,2048,64,978224 
quic,2048,64,778879 
quic,2048,64,612118 
quic,2048,64,594692 
quic,2048,64,713157 
quic,2048,64,766707 
quic,2048,64,854688 
quic,2048,64,457197 
quic,2048,64,440569 
quic,2048,64,598746 
quic,2048,64,620348 
quic,2048,64,407163 
quic,2048,64,516712 
quic,2048,64,440442 
quic,2048,64,481117 
quic,2048,64,674908 
quic,2048,64,523381 
quic,2048,64,501219 
quic,2048,64,636812 
quic,2048,64,813519 
quic,2048,64,617789 
quic,2048,64,349594 
quic,2048,64,606331 
quic,2048,128,1399998 
quic,2048,128,1186342 
quic,2048,128,1430546 
quic,2048,128,1650409 
quic,2048,128,1213450 
quic,2048,128,1212506 
quic,2048,128,942555 
quic,2048,128,1104615 
quic,2048,128,1105146 
quic,2048,128,1150798 
quic,2048,128,1213757 
quic,2048,128,1872597 
quic,2048,128,1901270 
quic,2048,128,1153342 
quic,2048,128,1179980 
quic,2048,128,904057 
quic,2048,128,629072 
quic,2048,128,836010 
quic,2048,128,1541957 
quic,2048,128,1721535 
quic,2048,128,1454910 
quic,2048,128,1358539 
quic,2048,128,1449691 
quic,2048,128,1828406 
quic,2048,128,1747107 
quic,2048,128,1265441 
quic,2048,128,1563670 
